,label,percentage
2597.mp3,female_north,99.83%
2598.mp3,female_north,98.39%
2599.wav,female_north,91.91%
2600.mp3,female_north,99.08%
2601.mp3,female_north,99.94%
2603.mp3,female_north,99.89%
2604.mp3,female_north,70.16%
2605.mp3,female_north,70.93%
2606.mp3,female_north,99.90%
2607.mp3,female_north,96.64%
2608.mp3,female_north,99.76%
2610.mp3,female_north,99.60%
2612.mp3,female_north,99.90%
2613.wav,female_north,94.52%
2614.mp3,female_north,99.94%
2615.mp3,female_north,95.41%
2616.mp3,female_north,89.68%
2617.mp3,female_north,99.62%
2618.mp3,female_north,99.64%
2621.mp3,female_north,63.48%
2624.mp3,female_north,99.92%
2625.mp3,female_north,99.86%
2626.mp3,female_north,79.07%
2627.mp3,female_north,99.86%
2629.mp3,female_north,99.90%
2630.wav,female_north,99.84%
2631.mp3,female_north,99.80%
2632.mp3,female_north,99.88%
2633.wav,female_north,96.19%
2634.mp3,female_north,96.66%
2635.mp3,female_north,95.24%
2636.mp3,female_north,98.05%
2637.mp3,female_north,99.81%
2638.mp3,female_north,99.54%
2639.mp3,female_north,98.40%
2640.wav,female_north,80.15%
2641.wav,female_north,98.37%
2642.mp3,female_north,99.98%
2643.mp3,female_north,99.96%
2644.mp3,female_north,99.83%
2645.mp3,female_north,99.96%
2647.mp3,female_north,99.74%
2649.mp3,female_north,99.26%
2650.mp3,female_north,99.92%
2651.mp3,female_north,99.55%
2652.mp3,female_north,98.84%
2653.mp3,female_north,85.34%
2655.mp3,female_north,99.89%
2657.mp3,female_north,58.83%
2659.mp3,female_north,99.75%
2660.mp3,female_north,99.91%
2663.mp3,female_north,99.85%
2664.mp3,female_north,99.95%
2665.mp3,female_north,46.74%
2667.mp3,female_north,99.83%
2671.mp3,female_north,99.72%
2672.mp3,female_north,99.86%
2673.wav,female_north,79.00%
2674.mp3,female_north,99.61%
2677.mp3,female_north,92.23%
2679.mp3,female_north,99.92%
2680.mp3,female_north,99.34%
2682.mp3,female_north,72.00%
2683.mp3,female_north,99.82%
2684.mp3,female_north,99.74%
2685.mp3,female_north,99.67%
2686.mp3,female_north,98.78%
2688.mp3,female_north,88.53%
2689.wav,female_north,70.44%
2690.mp3,female_north,99.62%
2691.mp3,female_north,99.64%
2693.mp3,female_north,99.90%
2694.mp3,female_north,99.79%
2695.wav,female_north,99.83%
2697.mp3,female_north,99.85%
2698.mp3,female_north,99.93%
2699.wav,female_north,72.05%
2701.mp3,female_north,99.87%
2703.mp3,female_north,99.69%
2704.mp3,female_north,99.72%
2705.mp3,female_north,99.07%
2706.mp3,female_north,99.86%
2707.mp3,female_north,99.89%
2708.mp3,female_north,99.95%
2709.mp3,female_north,99.51%
2711.mp3,female_north,99.63%
2712.mp3,female_north,99.87%
2713.mp3,female_north,99.36%
2714.mp3,female_north,99.94%
2715.mp3,female_north,98.56%
2719.mp3,female_north,99.72%
2722.mp3,female_north,99.43%
2724.mp3,female_north,92.17%
2726.mp3,female_north,98.80%
2728.mp3,female_north,53.37%
2730.mp3,female_north,99.96%
2731.mp3,female_north,99.73%
2732.mp3,female_north,99.98%
2733.mp3,female_north,99.10%
2734.mp3,female_north,99.76%
2735.mp3,female_north,97.74%
2737.mp3,female_north,97.46%
2738.mp3,female_north,99.95%
2741.mp3,female_north,99.92%
2743.mp3,female_north,99.84%
2745.mp3,female_north,99.91%
2747.wav,male_central,98.93%
2748.wav,male_central,77.96%
2749.wav,male_central,89.22%
2750.wav,male_central,99.74%
2751.wav,male_central,95.53%
2753.wav,male_central,67.52%
2754.wav,male_central,99.80%
2755.wav,male_central,98.96%
2756.wav,male_central,99.92%
2757.wav,male_central,99.81%
2758.wav,male_central,99.55%
2760.wav,male_central,99.97%
2762.wav,male_central,99.98%
2763.wav,male_central,99.85%
2764.wav,male_central,99.90%
2765.wav,male_central,99.33%
2766.wav,male_central,74.95%
2767.wav,male_central,99.85%
2768.wav,male_central,99.96%
2769.wav,male_central,99.74%
2771.wav,male_central,98.92%
2772.wav,male_central,99.96%
2773.wav,male_central,99.79%
2775.wav,male_central,99.55%
2777.wav,male_central,99.60%
2779.wav,male_central,95.33%
2780.wav,male_central,99.97%
2781.wav,male_central,99.79%
2783.wav,male_central,99.91%
2784.wav,male_central,99.75%
2785.wav,male_central,99.88%
2786.wav,male_central,99.16%
2787.wav,male_central,99.91%
2789.wav,male_central,98.87%
2791.wav,male_central,99.87%
2792.wav,male_central,99.68%
2793.wav,male_central,99.82%
2794.wav,male_central,99.94%
2795.wav,male_central,69.68%
2796.wav,male_central,99.80%
2799.wav,male_central,99.74%
2801.wav,male_central,97.50%
2803.wav,male_central,99.81%
2805.wav,male_central,99.93%
2806.wav,male_central,99.93%
2807.wav,male_central,99.85%
2809.wav,male_central,99.97%
2811.wav,male_central,99.76%
2813.wav,male_central,99.86%
2814.wav,male_central,50.99%
2815.wav,male_central,99.97%
2816.wav,male_central,78.88%
2818.wav,male_central,99.97%
2819.wav,male_central,99.29%
2820.wav,male_central,99.94%
2821.wav,male_central,99.68%
2822.wav,male_central,99.86%
2823.wav,male_central,54.51%
2824.wav,male_central,99.91%
2825.wav,male_central,99.90%
2827.wav,male_central,99.98%
2828.amr,male_central,72.76%
2829.wav,male_central,97.77%
2833.wav,male_central,99.82%
2834.wav,male_central,99.87%
2835.wav,male_central,99.60%
2836.wav,male_central,99.96%
2838.wav,male_central,63.11%
2840.wav,male_central,96.30%
2841.wav,male_central,99.90%
2842.wav,male_central,99.80%
2844.wav,male_central,99.92%
2846.wav,male_central,99.89%
2847.wav,male_central,99.61%
2849.wav,male_central,99.93%
2850.wav,male_central,99.68%
2851.wav,male_central,99.85%
2852.wav,male_central,98.61%
2853.wav,male_central,99.08%
2854.wav,male_central,99.98%
2855.wav,male_central,99.40%
2856.wav,male_central,99.39%
2857.wav,male_central,99.87%
2859.wav,male_central,99.50%
2860.wav,male_central,99.91%
2861.wav,male_central,99.89%
2862.wav,male_central,99.81%
2863.wav,male_central,97.55%
2865.amr,male_central,99.50%
2866.wav,male_central,99.92%
2867.wav,male_central,99.83%
2868.wav,male_central,99.74%
2869.wav,male_central,99.79%
2870.wav,male_central,99.93%
2871.wav,male_central,99.96%
2872.wav,male_central,99.85%
2873.wav,male_central,99.28%
2874.wav,male_central,99.92%
2876.amr,male_central,61.86%
2878.wav,male_central,99.95%
2880.wav,male_central,99.95%
2881.wav,male_central,99.96%
2882.wav,male_central,99.93%
2883.wav,male_central,98.65%
2884.wav,male_central,99.89%
2885.wav,male_central,99.41%
2886.wav,male_central,99.82%
2887.wav,male_central,99.92%
2888.wav,male_central,99.81%
2889.wav,male_central,82.89%
2890.wav,male_central,99.97%
2891.wav,male_central,98.14%
2892.wav,male_central,74.16%
2893.wav,male_central,70.44%
2895.wav,male_central,90.17%
2897.wav,male_central,99.69%
2899.wav,male_central,90.49%
2900.wav,male_central,99.93%
2901.wav,male_central,99.72%
2902.wav,male_central,99.43%
2903.wav,male_central,98.97%
2904.wav,male_central,99.68%
2905.wav,male_central,99.96%
2906.wav,male_central,99.96%
2907.wav,male_central,89.52%
2908.wav,male_central,99.76%
2909.wav,male_central,99.88%
2910.wav,male_central,99.92%
2911.wav,male_central,98.95%
2912.wav,male_central,98.79%
2913.wav,male_central,99.90%
2917.wav,male_central,98.59%
2918.wav,male_central,98.94%
2919.wav,male_central,99.78%
2921.wav,male_central,99.87%
2922.wav,male_central,99.91%
2923.wav,male_central,99.46%
2924.wav,male_central,99.27%
2925.wav,male_central,99.79%
2927.wav,male_central,99.18%
2928.wav,male_central,99.06%
2929.wav,male_central,99.86%
2930.wav,male_central,99.78%
2931.wav,male_central,99.54%
2932.wav,male_central,97.34%
2933.wav,male_central,99.87%
2934.wav,male_central,99.72%
2935.wav,male_central,99.92%
2936.wav,male_central,99.88%
2937.wav,male_central,67.05%
2938.wav,male_central,95.15%
2939.wav,male_central,99.88%
2940.wav,male_central,99.63%
2941.wav,male_central,99.89%
2942.wav,male_central,99.69%
2943.wav,male_central,99.94%
2944.wav,male_central,98.55%
2945.wav,male_central,99.57%
2946.wav,male_central,99.85%
2947.wav,male_central,98.17%
2948.wav,male_central,99.39%
2949.wav,male_central,99.85%
2951.wav,male_central,99.91%
2953.wav,male_central,99.03%
2954.wav,male_central,99.92%
2955.wav,male_central,99.90%
2956.wav,male_central,82.36%
2957.wav,male_central,99.64%
2958.wav,male_central,99.80%
2961.wav,male_central,99.87%
2965.wav,male_central,99.82%
2966.wav,male_central,99.88%
2967.wav,male_central,93.25%
2971.wav,male_central,99.55%
2972.wav,male_central,99.97%
2973.wav,male_central,99.96%
2974.wav,male_central,99.44%
2975.wav,male_central,88.51%
2976.wav,male_central,99.89%
2979.wav,male_central,99.58%
2980.wav,male_central,99.09%
2981.wav,male_central,99.31%
2982.wav,male_central,99.23%
2983.wav,male_central,99.75%
2984.wav,male_central,83.38%
2985.wav,male_central,99.70%
2988.wav,male_central,99.81%
2989.wav,male_central,99.84%
2990.wav,male_central,96.83%
2991.wav,male_central,92.15%
2992.wav,male_central,99.94%
2993.wav,male_central,99.83%
2994.wav,male_central,66.03%
2995.wav,male_central,97.09%
2996.wav,male_central,77.06%
2997.wav,male_central,99.88%
2998.amr,male_central,91.43%
3000.wav,male_central,99.57%
3001.wav,male_central,99.71%
3003.wav,male_central,99.08%
3004.wav,male_central,97.92%
3005.wav,male_central,99.91%
3006.wav,male_central,98.75%
3007.wav,male_central,99.90%
3008.wav,male_central,93.65%
3009.wav,male_central,99.66%
3011.wav,male_central,99.66%
3012.wav,male_central,99.83%
3013.wav,male_central,99.88%
3014.wav,male_central,99.93%
3016.wav,male_central,99.86%
3017.wav,male_central,97.47%
3018.wav,male_central,99.91%
3019.wav,male_central,99.90%
3020.wav,male_central,99.87%
3021.wav,male_central,99.94%
3023.wav,male_central,99.91%
3024.wav,male_central,98.45%
3026.wav,male_central,99.83%
3027.wav,male_central,98.80%
3028.wav,male_central,99.86%
3029.wav,male_central,99.60%
3031.wav,male_central,99.81%
3032.wav,male_central,99.91%
3033.wav,male_central,99.81%
3034.wav,male_central,99.87%
3035.wav,male_central,98.98%
3038.wav,male_central,95.60%
3039.wav,male_central,99.87%
3041.wav,male_central,99.50%
3042.wav,male_central,99.86%
3043.wav,male_central,89.47%
3044.wav,male_central,99.93%
3045.wav,male_central,95.00%
3047.wav,male_central,99.43%
3048.amr,male_central,98.76%
3049.wav,male_central,99.11%
3051.wav,male_central,99.83%
3052.wav,male_central,99.72%
3053.wav,male_central,99.57%
3054.wav,male_central,88.12%
3055.wav,male_central,97.69%
3057.wav,male_central,99.62%
3058.wav,male_central,99.82%
3059.wav,male_central,99.93%
3060.wav,male_central,99.62%
3061.wav,male_central,99.83%
3062.wav,male_central,99.98%
3063.wav,male_central,96.41%
3064.wav,male_central,94.41%
3065.wav,male_central,99.68%
3067.wav,male_central,99.81%
3068.wav,male_central,99.94%
3069.wav,male_central,96.35%
3070.wav,male_central,99.84%
3071.wav,male_central,99.85%
3072.wav,male_central,98.98%
3073.wav,male_central,84.95%
3074.wav,male_central,99.86%
3077.wav,male_central,99.94%
3078.wav,male_central,99.89%
3079.wav,male_central,60.68%
3080.amr,male_central,97.81%
3081.wav,male_central,97.57%
3082.wav,male_central,99.66%
3085.wav,male_central,99.89%
3086.wav,male_central,99.05%
3087.wav,male_central,99.87%
3089.wav,male_central,99.95%
3090.wav,male_central,99.87%
3091.wav,male_central,99.27%
3092.wav,male_central,99.50%
3093.wav,male_central,99.90%
3094.wav,male_central,99.85%
3095.wav,male_central,99.85%
3096.wav,male_central,99.75%
3097.wav,male_central,99.80%
3099.wav,male_central,97.11%
3100.wav,male_central,99.66%
3101.wav,male_central,99.98%
3103.amr,male_central,39.58%
3104.wav,male_central,81.00%
3105.wav,male_central,99.86%
3106.wav,male_central,81.74%
3108.wav,male_central,99.91%
3109.wav,male_central,99.80%
3110.wav,male_central,99.91%
3112.wav,male_central,99.96%
3114.wav,male_central,99.93%
3115.wav,male_central,55.43%
3116.wav,male_central,55.12%
3117.wav,male_central,99.95%
3119.wav,male_central,99.75%
3121.wav,male_central,99.79%
3122.wav,male_central,99.81%
3124.wav,male_central,99.81%
3125.wav,male_central,99.85%
3127.wav,male_central,92.44%
3129.wav,male_central,99.74%
3130.wav,male_central,99.94%
3131.amr,male_central,88.30%
3133.wav,male_central,99.83%
3134.wav,male_central,99.86%
3135.wav,male_central,99.31%
3136.wav,male_central,99.88%
3137.wav,male_central,99.88%
3138.wav,male_central,99.94%
3140.wav,male_central,99.86%
3142.wav,male_central,99.79%
3144.wav,male_central,99.82%
3146.wav,male_central,99.92%
3147.amr,male_central,99.92%
3148.wav,male_central,99.96%
3149.wav,male_central,98.94%
3150.wav,male_central,99.94%
3151.wav,male_central,99.84%
3154.wav,male_central,99.32%
3155.wav,male_central,99.82%
3156.wav,male_central,99.94%
3159.wav,male_central,99.52%
3160.wav,male_central,99.88%
3161.wav,male_central,99.71%
3162.amr,male_central,97.18%
3164.wav,male_central,99.95%
3166.wav,male_central,99.85%
3168.wav,male_central,99.85%
3169.wav,male_central,99.95%
3170.wav,male_central,99.93%
3172.wav,male_central,99.54%
3173.wav,male_central,99.96%
3174.wav,male_central,99.63%
3175.wav,male_central,94.60%
3176.wav,male_central,98.17%
3177.wav,male_central,99.40%
3181.wav,male_central,99.95%
3182.wav,male_central,99.58%
3184.wav,male_central,99.63%
3185.wav,male_central,99.89%
3186.mp3,male_central,99.28%
3187.wav,male_central,99.88%
3188.wav,male_central,99.75%
3189.wav,male_central,99.86%
3190.wav,male_central,99.98%
3191.wav,male_central,98.82%
3192.wav,male_central,99.95%
3193.wav,male_central,99.90%
3194.wav,male_central,94.64%
3195.wav,male_central,97.87%
3197.wav,male_central,99.77%
3198.wav,male_central,99.26%
3200.wav,male_central,99.32%
3201.wav,male_central,99.96%
3202.wav,male_central,99.22%
3203.wav,male_central,99.87%
3204.wav,male_central,45.58%
3205.wav,male_central,99.76%
3206.wav,male_central,99.90%
3207.wav,male_central,94.11%
3208.wav,male_central,99.76%
3209.wav,male_central,75.42%
3210.wav,male_central,99.84%
3211.wav,male_central,98.76%
3213.wav,male_central,84.10%
3214.wav,male_central,99.80%
3216.wav,male_central,99.51%
3218.wav,male_central,99.84%
3219.wav,male_central,99.72%
3220.wav,male_central,96.27%
3221.wav,male_central,95.26%
3222.wav,male_central,99.68%
3223.wav,male_central,87.12%
3224.wav,male_central,99.77%
3225.wav,male_central,99.85%
3226.wav,male_central,99.10%
3227.wav,male_central,99.93%
3228.wav,male_central,99.83%
3229.wav,male_central,88.20%
3231.wav,male_central,99.97%
3232.wav,male_central,99.32%
3233.wav,male_central,79.57%
3234.wav,male_central,99.85%
3235.wav,male_central,99.93%
3237.wav,male_central,99.91%
3238.wav,male_central,99.58%
3241.wav,male_central,99.94%
3242.wav,male_central,99.85%
3244.wav,male_central,99.98%
3245.wav,male_central,97.54%
3247.wav,male_central,91.92%
3249.wav,male_central,96.49%
3250.wav,male_central,99.96%
3251.wav,male_central,99.65%
3252.wav,male_central,69.77%
3253.wav,male_central,99.87%
3255.wav,male_central,98.13%
3256.wav,male_central,99.90%
3258.wav,male_central,97.85%
3260.wav,male_central,99.94%
3261.wav,male_central,97.15%
3262.wav,male_central,58.30%
3264.wav,male_central,87.90%
3265.wav,male_central,99.62%
3267.wav,male_central,99.81%
3268.amr,male_central,99.74%
3269.wav,male_central,99.75%
3270.wav,male_central,96.72%
3271.wav,male_central,99.25%
3273.wav,male_central,99.82%
3275.wav,male_central,99.94%
3276.wav,male_central,99.83%
3277.wav,male_central,86.24%
3278.wav,male_central,99.86%
3279.wav,male_central,99.90%
3281.wav,male_central,97.55%
3282.wav,male_central,99.63%
3283.wav,male_central,99.75%
3285.wav,male_central,99.88%
3287.wav,male_central,99.77%
3288.wav,male_central,89.03%
3289.wav,male_central,99.92%
3290.wav,male_central,99.93%
3291.wav,male_central,99.93%
3292.wav,male_central,99.81%
3293.wav,male_central,99.51%
3295.wav,male_central,99.66%
3296.wav,male_central,75.64%
3297.wav,male_central,64.29%
3298.wav,male_central,77.45%
3300.wav,male_central,98.81%
3301.wav,male_central,96.10%
3302.wav,male_central,88.47%
3303.wav,male_central,99.84%
3304.wav,male_central,99.90%
3305.wav,male_central,99.67%
3307.wav,male_central,99.93%
3308.wav,male_central,99.79%
3309.amr,male_central,97.30%
3310.wav,male_central,90.35%
3311.wav,male_central,99.93%
3312.wav,male_central,99.89%
3313.wav,male_central,99.79%
3315.wav,male_central,99.77%
3316.wav,male_central,99.60%
3317.wav,male_central,99.89%
3318.wav,male_central,99.82%
3319.wav,male_central,68.64%
3322.wav,male_central,96.44%
3323.wav,male_central,99.88%
3324.wav,male_central,98.93%
3327.wav,male_central,79.85%
3328.wav,male_central,98.87%
3329.wav,male_central,99.37%
3330.wav,male_central,99.73%
3331.wav,male_central,99.92%
3332.wav,male_central,99.86%
3333.wav,male_central,99.51%
3335.wav,male_central,99.90%
3337.wav,male_central,99.92%
3338.wav,male_central,98.38%
3339.wav,male_central,95.30%
3341.wav,male_central,99.47%
3342.wav,male_central,86.93%
3343.wav,male_central,68.94%
3344.wav,male_central,99.97%
3345.wav,male_central,99.86%
3346.wav,male_central,99.30%
3347.wav,male_central,99.95%
3348.wav,male_central,99.80%
3349.wav,male_central,88.59%
3352.wav,male_central,99.07%
3353.wav,male_central,95.38%
3354.wav,male_central,86.29%
3357.wav,male_central,99.93%
3358.wav,male_central,84.04%
3359.wav,male_central,99.92%
3361.wav,male_central,98.84%
3363.wav,male_central,99.93%
3364.wav,male_central,99.43%
3365.wav,male_central,99.14%
3366.wav,male_central,99.95%
3367.wav,male_central,99.93%
3368.wav,male_central,89.12%
3369.wav,male_central,99.16%
3370.wav,male_central,99.82%
3371.wav,male_central,99.93%
3373.wav,male_central,99.92%
3375.wav,male_central,99.85%
3377.wav,male_central,96.59%
3378.wav,male_central,99.89%
3379.wav,male_central,76.10%
3380.wav,male_central,96.02%
3381.wav,male_central,99.90%
3382.wav,male_central,99.90%
3384.wav,male_central,99.93%
3385.wav,male_central,98.82%
3387.wav,male_central,99.78%
3389.wav,male_central,99.86%
3390.amr,male_central,53.42%
3392.wav,male_central,99.52%
3393.wav,male_central,99.70%
3394.wav,male_central,97.99%
3395.wav,male_central,99.48%
3396.wav,male_central,99.84%
3397.wav,male_central,99.83%
3399.wav,male_central,99.20%
3400.wav,male_central,98.84%
3401.wav,male_central,99.88%
3402.wav,male_central,99.24%
3404.wav,male_central,99.87%
3405.wav,male_central,99.90%
3406.wav,male_central,99.87%
3407.wav,male_central,97.36%
3410.wav,male_central,99.89%
3411.wav,male_central,99.69%
3413.wav,male_central,99.87%
3414.wav,male_central,95.47%
3415.wav,male_central,99.93%
3416.wav,male_central,99.61%
3418.wav,male_central,49.92%
3419.wav,male_central,99.81%
3420.wav,male_central,98.13%
3421.wav,male_central,77.00%
3422.wav,male_central,99.97%
3423.wav,male_central,59.05%
3424.wav,male_central,95.17%
3425.wav,male_central,97.33%
3426.wav,male_central,99.80%
3427.wav,male_central,99.86%
3428.wav,male_central,99.90%
3430.wav,male_central,98.40%
3431.wav,male_central,99.95%
3432.wav,male_central,67.07%
3433.wav,male_central,99.88%
3434.wav,male_central,99.46%
3435.wav,male_central,94.94%
3436.wav,male_central,99.72%
3437.wav,male_central,99.88%
3438.wav,male_central,73.68%
3439.wav,male_central,99.68%
3440.wav,male_central,99.53%
3442.wav,male_central,98.24%
3443.wav,male_central,97.90%
3445.wav,male_central,99.80%
3446.wav,male_central,99.97%
3447.wav,male_central,99.86%
3449.wav,male_central,99.64%
3451.wav,male_central,99.97%
3452.wav,male_central,99.96%
3453.wav,male_central,99.91%
3454.wav,male_central,99.90%
3455.wav,male_central,99.94%
3458.wav,male_central,99.79%
3459.wav,male_central,99.71%
3460.wav,male_central,93.49%
3461.wav,male_central,99.93%
3462.wav,male_central,99.93%
3463.wav,male_central,99.77%
3464.wav,male_central,99.46%
3465.wav,male_central,99.75%
3466.wav,male_central,98.86%
3467.wav,male_central,99.82%
3468.wav,male_central,98.48%
3469.wav,male_central,54.48%
3470.wav,male_central,99.85%
3471.wav,male_central,99.85%
3472.wav,male_central,99.90%
3473.wav,male_central,99.98%
3474.wav,male_central,93.09%
3475.wav,male_central,99.50%
3477.wav,male_central,99.64%
3478.wav,male_central,99.83%
3479.wav,male_central,99.86%
3481.wav,male_central,98.05%
3482.wav,male_central,99.77%
3483.wav,male_central,99.66%
3484.wav,male_central,87.33%
3485.wav,male_central,99.94%
3487.wav,male_central,98.16%
3488.wav,male_central,99.62%
3489.wav,male_central,99.88%
3490.wav,male_central,99.93%
3491.wav,male_central,99.48%
3492.wav,male_central,99.84%
3494.wav,male_central,93.68%
3495.wav,male_central,99.87%
3496.wav,male_central,99.54%
3497.wav,male_central,99.82%
3498.wav,male_central,99.92%
3499.wav,male_central,99.31%
3502.wav,male_central,99.58%
3503.wav,male_central,53.85%
3504.wav,male_central,98.11%
3505.wav,male_central,99.67%
3506.wav,male_central,99.73%
3507.wav,male_central,96.30%
3508.wav,male_central,97.88%
3509.wav,male_central,95.96%
3510.wav,male_central,99.84%
3511.wav,male_central,99.91%
3514.wav,male_central,62.96%
3515.wav,male_central,99.71%
3518.wav,male_central,99.91%
3519.wav,male_central,99.97%
3520.wav,male_central,99.87%
3521.wav,male_central,99.95%
3522.wav,male_central,99.97%
3524.wav,male_central,96.38%
3525.amr,male_central,85.92%
3526.wav,male_central,99.93%
3527.wav,male_central,99.75%
3528.wav,male_central,99.39%
3529.wav,male_central,99.20%
3530.wav,male_central,94.80%
3531.wav,male_central,99.84%
3532.wav,male_central,99.70%
3533.wav,male_central,91.58%
3534.wav,male_central,99.91%
3535.wav,male_central,99.83%
3536.wav,male_central,99.91%
3537.wav,male_central,99.85%
3540.wav,male_central,99.97%
3541.wav,male_central,91.90%
3542.wav,male_central,99.79%
3543.wav,male_central,99.94%
3544.wav,male_central,99.56%
3545.wav,male_central,99.92%
3546.wav,male_central,99.97%
3547.wav,male_central,99.46%
3548.wav,male_central,99.84%
3550.wav,male_central,99.51%
3551.wav,male_central,99.32%
3552.wav,male_central,99.95%
3553.wav,male_central,98.77%
3554.wav,male_central,99.68%
3555.wav,male_central,98.06%
3556.wav,male_central,99.96%
3557.amr,male_central,97.51%
3558.wav,male_central,99.85%
3559.wav,male_central,99.66%
3560.wav,male_central,99.83%
3561.wav,male_central,99.89%
3562.wav,male_central,99.58%
3564.wav,male_central,99.95%
3565.wav,male_central,99.40%
3566.wav,male_central,99.29%
3568.wav,male_central,99.95%
3569.wav,male_central,98.99%
3570.wav,male_central,99.93%
3571.amr,male_central,87.08%
3572.wav,male_central,99.29%
3573.wav,male_central,98.82%
3574.wav,male_central,80.98%
3576.wav,male_central,98.65%
3577.wav,male_central,99.90%
3578.wav,male_central,99.93%
3579.wav,male_central,99.67%
3580.wav,male_central,99.93%
3581.wav,male_central,99.66%
3582.wav,male_central,99.91%
3583.wav,male_central,99.54%
3584.wav,male_central,99.86%
3585.wav,male_central,99.88%
3587.wav,male_central,99.72%
3589.wav,male_central,99.93%
3591.wav,male_central,99.61%
3592.wav,male_central,99.95%
3593.wav,male_central,99.56%
3594.wav,male_central,99.85%
3595.wav,male_central,78.85%
3596.wav,male_central,96.24%
3597.wav,male_central,99.21%
3598.wav,male_central,87.93%
3599.wav,male_central,99.92%
3601.wav,male_central,99.38%
3602.wav,male_central,88.08%
3603.wav,male_central,99.55%
3605.wav,male_central,99.97%
3606.wav,male_central,99.52%
3608.wav,male_central,99.45%
3609.wav,male_central,99.78%
3610.wav,male_central,99.72%
3611.amr,male_central,99.56%
3612.mp3,male_south,99.93%
3613.wav,male_south,64.50%
3614.wav,male_south,99.42%
3615.wav,male_south,97.71%
3616.wav,male_south,99.35%
3617.amr,male_south,87.81%
3618.wav,male_south,99.95%
3619.wav,male_south,99.80%
3620.wav,male_south,99.82%
3621.mp3,male_south,57.48%
3622.mp3,male_south,99.96%
3624.wav,male_south,57.23%
3625.mp3,male_south,99.88%
3626.mp3,male_south,99.91%
3627.mp3,male_south,99.85%
3628.mp3,male_south,99.88%
3630.mp3,male_south,99.80%
3631.wav,male_south,99.77%
3632.mp3,male_south,99.90%
3633.wav,male_south,92.59%
3634.mp3,male_south,99.96%
3635.mp3,male_south,99.96%
3636.wav,male_south,99.16%
3638.amr,male_south,76.04%
3639.mp3,male_south,99.94%
3640.wav,male_south,98.57%
3641.wav,male_south,83.47%
3642.mp3,male_south,99.82%
3643.mp3,male_south,99.82%
3644.mp3,male_south,99.91%
3645.mp3,male_south,99.91%
3646.mp3,male_south,99.89%
3649.amr,male_south,99.65%
3651.wav,male_south,99.98%
3652.wav,male_south,99.05%
3653.mp3,male_south,99.82%
3654.mp3,male_south,99.95%
3655.mp3,male_south,98.36%
3657.mp3,male_south,99.97%
3659.wav,male_south,99.78%
3660.wav,male_south,87.46%
3661.wav,male_south,99.83%
3662.mp3,male_south,99.88%
3663.mp3,male_south,99.94%
3664.wav,male_south,99.35%
3665.mp3,male_south,99.94%
3666.mp3,male_south,99.92%
3667.wav,male_south,83.34%
3668.mp3,male_south,99.97%
3669.mp3,male_south,95.83%
3670.mp3,male_south,99.93%
3671.mp3,male_south,99.99%
3673.wav,male_south,99.96%
3674.wav,male_south,99.85%
3676.mp3,male_south,99.83%
3677.amr,male_south,93.07%
3679.wav,male_south,99.91%
3681.mp3,male_south,99.58%
3682.wav,male_south,90.36%
3684.mp3,male_south,99.93%
3685.mp3,male_south,99.95%
3686.wav,male_south,49.77%
3687.wav,male_south,99.96%
3688.wav,male_south,98.38%
3689.mp3,male_south,99.15%
3690.mp3,male_south,99.96%
3691.mp3,male_south,99.91%
3692.amr,male_south,53.86%
3694.mp3,male_south,99.82%
3696.wav,male_south,92.60%
3697.mp3,male_south,99.93%
3698.wav,male_south,95.12%
3700.mp3,male_south,99.94%
3701.wav,male_south,99.87%
3703.mp3,male_south,99.97%
3704.wav,male_south,97.86%
3705.mp3,male_south,99.85%
3706.wav,male_south,58.68%
3707.mp3,male_south,99.89%
3708.mp3,male_south,99.83%
3709.wav,male_south,99.79%
3711.amr,male_south,99.88%
3712.amr,male_south,93.33%
3713.mp3,male_south,99.83%
3714.mp3,male_south,99.95%
3715.mp3,male_south,93.83%
3716.mp3,male_south,99.31%
3717.mp3,male_south,99.85%
3718.wav,male_south,99.85%
3721.wav,male_south,99.94%
3722.wav,male_south,99.74%
3723.mp3,male_south,99.43%
3724.wav,male_south,99.95%
3726.mp3,male_south,99.87%
3727.mp3,male_south,99.70%
3730.mp3,male_south,99.91%
3733.wav,male_south,99.92%
3734.mp3,male_south,99.93%
3735.wav,male_south,99.94%
3736.mp3,male_south,99.79%
3737.mp3,male_south,99.93%
3739.wav,male_south,99.96%
3740.mp3,male_south,99.92%
3741.mp3,male_south,99.95%
3742.wav,male_south,96.88%
3743.wav,male_south,69.69%
3745.mp3,male_south,99.96%
3747.mp3,male_south,99.76%
3748.mp3,male_south,99.90%
3749.mp3,male_south,99.90%
3750.wav,male_south,99.53%
3751.wav,male_south,98.80%
3752.wav,male_south,99.96%
3753.wav,male_south,99.78%
3754.wav,male_south,99.78%
3757.amr,male_south,97.11%
3758.wav,male_south,67.47%
3759.mp3,male_south,99.95%
3760.mp3,male_south,99.89%
3761.wav,male_south,99.61%
3763.wav,male_south,99.88%
3764.mp3,male_south,99.96%
3765.mp3,male_south,99.91%
3766.mp3,male_south,99.91%
3767.mp3,male_south,99.91%
3769.mp3,male_south,99.81%
3771.wav,male_south,57.48%
3772.wav,male_south,99.96%
3775.mp3,male_south,99.64%
3776.mp3,male_south,99.91%
3777.wav,male_south,92.34%
3778.wav,male_south,72.34%
3779.wav,male_south,99.91%
